text,label,stop_words
feel unfortunate mister magnum sound cheer travelling well long period race,sadness,10
feel tortured tragic enough without importance sparkle,anger,8
feel selfish thinking way feel lonely time,anger,6
feel drained energy,sadness,2
think day chatted mom amp also feeling horny masturbate,love,10
feeling pretty stinkin shitty horrible reviewer,sadness,6
feel helpless,sadness,3
feeling awful sunday,sadness,3
dont know started feel weird pressure largely silent audience falsely inflated sense importance expressing ever articulate opinion said audience,surprise,20
woke nap feel extremely agitated grumpy,fear,8
ive studying really hard discovering pretty word never crossed mind portray exact meaning feel like ive missed lot,sadness,14
feel lonely work im social bird usually school,sadness,11
love comment feel free post one,joy,3
feel intimidated great woman family tree,fear,5
truly feel lot positive thing help condition worker family kid,joy,12
think may reason would want fly back uae oblivious conflict plague conflict feel helpless resolving,sadness,18
saw video cena kissing maria surprisingly didnt feel like hated,sadness,7
feel like rather unkind,anger,6
feeling submissive,sadness,3
feel bit obnoxious definately weather,anger,6
say pressing torso siwons bringing face close enough feel siwons agitated breath,anger,8
indifferent tell feeling word treasured ever since feeling start bloom one moment want keep,love,15
feel he casual entire future,joy,5
still feeling strong missed couple lift,joy,5
sat couch several hour feeling pretty low,sadness,4
checked long time ago say happy way back feeling contented everyone everything around,joy,13
write something big happened like fun trip milestone time write tell im feeling sweet baby snuggle growing personality,joy,17
hate expectation must need man life feel worthwhile valued,joy,9
feel loving kindness allow u think feel conscious interact various thing body mind,love,14
feel completely blessed part group,love,6
im type doesnt use moisturizer skin oily product designed contain ton moisturizing ingredient make skin feel lovely without oil,love,16
im afraid im environment make feel relaxed cause,joy,5
feeling overwhelmed want physically shake everything way would spider shirt,surprise,14
say little piece feel agitated watch discussion race style color font family georgia serif font size px line height,fear,13
feel cant touch said love bit much wont deny broke heart cant find crush dont come back home,sadness,17
feel little frustrated ache longing settled heart weariness life slipped around shoulder like unwelcome friend,anger,12
even remember trying last year feeling crappy nowhere near closing,sadness,8
broke uncle radio player accidentally feared going cut going house well playing,fear,18
feeling conflicted whether follower christ celebrate ever popular pagan originated modern day holiday,joy,12
feeling impatient took pill,anger,3
feel carefree weightless yet worried grounded time,joy,8
feel sincere repentant past opposition civil right,joy,7
one point put son daycare mom constantly made feel like terrible parent,sadness,12
thing list feel super guilty relax,joy,11
feel uncertain motif feel inbalance committment process counselling reconciliation,fear,11
feel like really valuable,joy,5
feel like go emotion angry,anger,4
ive much training grammar language reading something written like kind feel like im assaulted,sadness,8
feeling insulted everyone comparing sneha,anger,6
still wake every morning feeling blessed unable believe im lucky enough able call amazing family mine life,joy,13
feel leader country depict people country love god hope one thought way supportive like george w,love,23
feeling really horny afternoon one fulfill sexual desire bed creative thought help forgetting hands aahhh work like magic,love,19
know scone must food determined live frugal lifestyle without feeling deprived,sadness,10
giggle nervously feel threatened,fear,3
feel horrible helplessness make thing better feel like kill inside,sadness,10
taking picture house feel far messy post photo online ill clean bit post,sadness,22
feel hated loathed,sadness,1
picked feeling little apprehensive,fear,3
ive feeling numb,sadness,2
im feeling every bit spiteful vindictive bitch time,anger,5
got feeling look eye sincere,joy,9
feel assured mind one,joy,5
feel unfortunate dont soundtrack,sadness,8
believe feel nervous father reassures nothing nervous make nervous,fear,19
feel uptight day complete he around feel right little nervs dream date thing pursue wedding always dream mine day min,fear,22
think would come fast would come suppose feel cranky today,anger,15
feeling im going stubborn,anger,8
feel lonely lost,sadness,2
would feel empty,sadness,1
start feel agitated lacking patience right cranky,anger,6
know easy twist thing create explanation im still sure one help feel little less mad,anger,15
feeling rich yup know blessed,joy,9
didnt tell didnt want feel afraid,fear,6
love medium coverage sometime feel put ugly picture,sadness,9
feel though little neglectful fellow blogger,sadness,8
sort hate glass make eye look small since huge eye going quite upset im hoping bigger frame make feel less paranoid,fear,19
cant believe moment feel useful im washing dish,joy,9
feel distressed music mind rewrite fma op,fear,3
im feeling quite lonely monday half term,sadness,6
feel really socially awkward dont like get meet new people thing group adventurous,sadness,10
admire athleticism feel like would entertained got watch severely shape people participate olympic event,joy,11
feel horrible feel horrible made worse fact havent gotten workout,sadness,8
would hate bit imagine secretary feeling irritable day eh,anger,7
feel im unhappy,sadness,3
feel like take time care flower wonderfully loyal hive,love,9
remember feeling amazed,surprise,1
know never see place would break heart thick layer moss encased thick shell muffling sharper feeling pleasant painful,joy,19
nameless mid bottom law school graduate find marginally attached awash sea overeducated underpaid indentured peer feel duped promise better life debt modern chemistry,joy,20
